,menu_item,menu_item_price,menu_item_calories,restaurant_address
312,8 Pc. Chicken Nuggets,2.99,390,"1278 El Camino Real, San Bruno, CA, 94066, US"
313,4 Pc. Chicken Nuggets,2.09,190,"1278 El Camino Real, San Bruno, CA, 94066, US"
314,MOTTS Applesauce,1.49,50,"1278 El Camino Real, San Bruno, CA, 94066, US"
315,Crispy Tacos,1.79,170,"1278 El Camino Real, San Bruno, CA, 94066, US"
316,Classic Melt,5.49,600,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
317,Bacon Melt,5.99,650,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
318,Philly Melt,5.99,590,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
319,Whopper,7.99,670,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
320,Impossible™ Whopper,8.49,630,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
321,Texas Double Whopper,10.29,1090,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
322,Double Whopper,9.19,920,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
323,Triple Whopper,10.19,1170,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
324,Bacon King,9.29,1200,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
325,BBQ Bacon Whopper Jr.,4.79,390,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
326,Whopper Jr.,4.19,330,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
327,Bacon Double Cheeseburger,4.39,440,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
328,Bacon Cheeseburger,3.19,340,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
329,Double Cheeseburger,3.39,400,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
330,Cheeseburger,2.59,290,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
331,Rodeo Burger,2.59,340,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
332,Hamburger,1.89,250,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
333,Have-sies™,3.79,380,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
334,French Fries,3.79,370,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
335,Onion Rings,3.79,360,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
336,12 Pc. Chicken Fries,5.39,340,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
337,8 Pc. Chicken Fries,4.89,220,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
338,12 Pc. Mozzarella Fries,5.39,730,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
339,8 Pc. Mozzarella Fries,4.89,480,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
340,4 Pc. Mozzarella Fries,2.49,240,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
341,8 Pc. Fiery Buffalo Nuggets,3.49,510,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
342,4 Pc. Chicken Fries,2.49,110,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
343,16 Pc. Chicken Nuggets,4.98,770,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
344,8 Pc. Chicken Nuggets,2.99,390,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
345,4 Pc. Chicken Nuggets,1.49,190,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
346,MOTTS Applesauce,2.29,50,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
347,Crispy Tacos,2.09,170,"1320 Industrial Park Avenue, Redlands, CA, 92374, US"
348,Classic Melt,4.99,600,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
349,Bacon Melt,5.49,650,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
350,Philly Melt,5.49,590,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
351,Whopper,7.39,670,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
352,Impossible™ Whopper,7.89,630,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
353,Texas Double Whopper,9.79,1090,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
354,Double Whopper,8.39,920,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
355,Triple Whopper,9.39,1170,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
356,Bacon King,10.29,1200,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
357,BBQ Bacon Whopper Jr.,5.69,390,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
358,Whopper Jr.,4.09,330,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
359,Bacon Double Cheeseburger,4.49,440,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
360,Bacon Cheeseburger,3.59,340,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
361,Double Cheeseburger,3.79,400,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
362,Cheeseburger,3.29,290,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
363,Rodeo Burger,3.29,340,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
364,Hamburger,2.79,250,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
365,Have-sies™,4.39,380,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
366,French Fries,4.09,370,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
367,Onion Rings,4.09,360,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
368,12 Pc. Chicken Fries,5.79,340,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
369,8 Pc. Chicken Fries,4.99,220,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
370,12 Pc. Mozzarella Fries,5.79,730,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
371,8 Pc. Mozzarella Fries,4.99,480,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
372,4 Pc. Mozzarella Fries,4.09,240,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
373,8 Pc. Fiery Buffalo Nuggets,2.99,510,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
374,4 Pc. Chicken Fries,4.09,110,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
375,16 Pc. Chicken Nuggets,5.99,770,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
376,8 Pc. Chicken Nuggets,2.99,390,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
377,4 Pc. Chicken Nuggets,1.99,190,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
378,MOTTS Applesauce,1.49,50,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
379,Crispy Tacos,1.49,170,"4087 West Clinton Avenue, Fresno, CA, 93722, US"
380,Classic Melt,5.89,600,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
381,Bacon Melt,6.49,650,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
382,Philly Melt,6.09,590,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
383,Whopper,8.09,670,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
384,Impossible™ Whopper,9.09,630,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
385,Texas Double Whopper,11.09,1090,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
386,Double Whopper,9.09,920,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
387,Triple Whopper,10.09,1170,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
388,Bacon King,10.59,1200,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
389,BBQ Bacon Whopper Jr.,7.69,390,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
390,Whopper Jr.,6.09,330,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
391,Bacon Double Cheeseburger,5.49,440,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
392,Bacon Cheeseburger,3.49,340,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
393,Double Cheeseburger,3.99,400,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
394,Cheeseburger,2.99,290,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
395,Rodeo Burger,3.49,340,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
396,Hamburger,1.99,250,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
397,Have-sies™,3.69,380,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
398,French Fries,3.99,370,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
399,Onion Rings,3.69,360,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
400,12 Pc. Chicken Fries,8.39,340,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
401,8 Pc. Chicken Fries,5.69,220,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
402,12 Pc. Mozzarella Fries,4.99,730,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
403,8 Pc. Mozzarella Fries,3.99,480,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
404,4 Pc. Mozzarella Fries,2.99,240,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
405,8 Pc. Fiery Buffalo Nuggets,3.49,510,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
406,4 Pc. Chicken Fries,2.89,110,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
407,16 Pc. Chicken Nuggets,4.59,770,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
408,8 Pc. Chicken Nuggets,2.99,390,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
409,4 Pc. Chicken Nuggets,1.49,190,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
410,MOTTS Applesauce,1.49,50,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
411,Crispy Tacos,1.19,170,"773 North Mathilda Avenue, Sunnyvale, CA, 94085, US"
412,Classic Melt,5.49,600,"815 Highland Avenue, National City, CA, 91950, US"
413,Bacon Melt,5.99,650,"815 Highland Avenue, National City, CA, 91950, US"
414,Philly Melt,5.99,590,"815 Highland Avenue, National City, CA, 91950, US"
415,Whopper,7.99,670,"815 Highland Avenue, National City, CA, 91950, US"
416,Impossible™ Whopper,8.59,630,"815 Highland Avenue, National City, CA, 91950, US"
417,Texas Double Whopper,10.29,1090,"815 Highland Avenue, National City, CA, 91950, US"
418,Double Whopper,9.19,920,"815 Highland Avenue, National City, CA, 91950, US"
419,Triple Whopper,10.19,1170,"815 Highland Avenue, National City, CA, 91950, US"
420,Bacon King,9.79,1200,"815 Highland Avenue, National City, CA, 91950, US"
421,BBQ Bacon Whopper Jr.,4.79,390,"815 Highland Avenue, National City, CA, 91950, US"
422,Whopper Jr.,4.59,330,"815 Highland Avenue, National City, CA, 91950, US"
423,Bacon Double Cheeseburger,4.49,440,"815 Highland Avenue, National City, CA, 91950, US"
424,Bacon Cheeseburger,3.39,340,"815 Highland Avenue, National City, CA, 91950, US"
425,Double Cheeseburger,3.79,400,"815 Highland Avenue, National City, CA, 91950, US"
426,Cheeseburger,2.99,290,"815 Highland Avenue, National City, CA, 91950, US"
427,Rodeo Burger,2.99,340,"815 Highland Avenue, National City, CA, 91950, US"
428,Hamburger,1.89,250,"815 Highland Avenue, National City, CA, 91950, US"
429,Have-sies™,3.79,380,"815 Highland Avenue, National City, CA, 91950, US"
430,French Fries,4.19,370,"815 Highland Avenue, National City, CA, 91950, US"
431,Onion Rings,4.19,360,"815 Highland Avenue, National City, CA, 91950, US"
432,12 Pc. Chicken Fries,5.39,340,"815 Highland Avenue, National City, CA, 91950, US"
433,8 Pc. Chicken Fries,4.89,220,"815 Highland Avenue, National City, CA, 91950, US"
434,12 Pc. Mozzarella Fries,5.39,730,"815 Highland Avenue, National City, CA, 91950, US"
435,8 Pc. Mozzarella Fries,4.89,480,"815 Highland Avenue, National City, CA, 91950, US"
436,4 Pc. Mozzarella Fries,2.49,240,"815 Highland Avenue, National City, CA, 91950, US"
437,8 Pc. Fiery Buffalo Nuggets,2.99,510,"815 Highland Avenue, National City, CA, 91950, US"
438,4 Pc. Chicken Fries,2.49,110,"815 Highland Avenue, National City, CA, 91950, US"
439,16 Pc. Chicken Nuggets,4.98,770,"815 Highland Avenue, National City, CA, 91950, US"
440,8 Pc. Chicken Nuggets,2.99,390,"815 Highland Avenue, National City, CA, 91950, US"
441,4 Pc. Chicken Nuggets,1.49,190,"815 Highland Avenue, National City, CA, 91950, US"
442,MOTTS Applesauce,2.29,50,"815 Highland Avenue, National City, CA, 91950, US"
443,Crispy Tacos,2.09,170,"815 Highland Avenue, National City, CA, 91950, US"
444,Classic Melt,4.99,600,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
445,Bacon Melt,5.49,650,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
446,Philly Melt,5.79,590,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
447,Whopper,7.89,670,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
448,Impossible™ Whopper,8.89,630,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
449,Texas Double Whopper,10.59,1090,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
450,Double Whopper,8.99,920,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
451,Triple Whopper,10.19,1170,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
452,Bacon King,9.19,1200,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
453,BBQ Bacon Whopper Jr.,3.89,390,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
454,Whopper Jr.,4.19,330,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
455,Bacon Double Cheeseburger,4.19,440,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
456,Bacon Cheeseburger,3.29,340,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
457,Double Cheeseburger,3.59,400,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
458,Cheeseburger,2.79,290,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
459,Rodeo Burger,2.79,340,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
460,Hamburger,2.39,250,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
461,Have-sies™,4.59,380,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
462,French Fries,4.59,370,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
463,Onion Rings,4.59,360,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
464,12 Pc. Chicken Fries,4.99,340,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
465,8 Pc. Chicken Fries,4.29,220,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
466,12 Pc. Mozzarella Fries,5.19,730,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
467,8 Pc. Mozzarella Fries,3.99,480,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
468,4 Pc. Mozzarella Fries,2.19,240,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
469,8 Pc. Fiery Buffalo Nuggets,2.99,510,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
470,4 Pc. Chicken Fries,1.99,110,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
471,16 Pc. Chicken Nuggets,4.98,770,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
472,8 Pc. Chicken Nuggets,2.99,390,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
473,4 Pc. Chicken Nuggets,1.79,190,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
474,MOTTS Applesauce,1.49,50,"175 West Calaveras Boulevard, Milpitas, CA, 95035, US"
475,Classic Melt,5.29,600,"1255 North Blackstone Street, Tulare, CA, 93274, US"
476,Bacon Melt,5.79,650,"1255 North Blackstone Street, Tulare, CA, 93274, US"
477,Philly Melt,5.79,590,"1255 North Blackstone Street, Tulare, CA, 93274, US"
478,Whopper,7.19,670,"1255 North Blackstone Street, Tulare, CA, 93274, US"
479,Impossible™ Whopper,8.19,630,"1255 North Blackstone Street, Tulare, CA, 93274, US"
480,Texas Double Whopper,8.99,1090,"1255 North Blackstone Street, Tulare, CA, 93274, US"
481,Double Whopper,8.29,920,"1255 North Blackstone Street, Tulare, CA, 93274, US"
482,Triple Whopper,9.19,1170,"1255 North Blackstone Street, Tulare, CA, 93274, US"
483,Bacon King,8.99,1200,"1255 North Blackstone Street, Tulare, CA, 93274, US"
484,BBQ Bacon Whopper Jr.,3.89,390,"1255 North Blackstone Street, Tulare, CA, 93274, US"
485,Whopper Jr.,3.99,330,"1255 North Blackstone Street, Tulare, CA, 93274, US"
486,Bacon Double Cheeseburger,4.29,440,"1255 North Blackstone Street, Tulare, CA, 93274, US"
487,Bacon Cheeseburger,3.29,340,"1255 North Blackstone Street, Tulare, CA, 93274, US"
488,Double Cheeseburger,3.49,400,"1255 North Blackstone Street, Tulare, CA, 93274, US"
489,Cheeseburger,2.69,290,"1255 North Blackstone Street, Tulare, CA, 93274, US"
490,Rodeo Burger,2.69,340,"1255 North Blackstone Street, Tulare, CA, 93274, US"
491,Hamburger,2.19,250,"1255 North Blackstone Street, Tulare, CA, 93274, US"
492,Have-sies™,3.29,380,"1255 North Blackstone Street, Tulare, CA, 93274, US"
493,French Fries,3.59,370,"1255 North Blackstone Street, Tulare, CA, 93274, US"
494,Onion Rings,3.59,360,"1255 North Blackstone Street, Tulare, CA, 93274, US"
495,12 Pc. Chicken Fries,4.99,340,"1255 North Blackstone Street, Tulare, CA, 93274, US"
496,8 Pc. Chicken Fries,4.29,220,"1255 North Blackstone Street, Tulare, CA, 93274, US"
497,12 Pc. Mozzarella Fries,5.19,730,"1255 North Blackstone Street, Tulare, CA, 93274, US"
498,8 Pc. Mozzarella Fries,3.99,480,"1255 North Blackstone Street, Tulare, CA, 93274, US"
499,4 Pc. Mozzarella Fries,2.19,240,"1255 North Blackstone Street, Tulare, CA, 93274, US"
500,8 Pc. Fiery Buffalo Nuggets,2.99,510,"1255 North Blackstone Street, Tulare, CA, 93274, US"
501,4 Pc. Chicken Fries,1.99,110,"1255 North Blackstone Street, Tulare, CA, 93274, US"
502,16 Pc. Chicken Nuggets,4.98,770,"1255 North Blackstone Street, Tulare, CA, 93274, US"
503,8 Pc. Chicken Nuggets,2.99,390,"1255 North Blackstone Street, Tulare, CA, 93274, US"
504,4 Pc. Chicken Nuggets,1.29,190,"1255 North Blackstone Street, Tulare, CA, 93274, US"
505,MOTTS Applesauce,1.69,50,"1255 North Blackstone Street, Tulare, CA, 93274, US"
506,Classic Melt,5.29,600,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
507,Bacon Melt,5.79,650,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
508,Philly Melt,5.79,590,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
509,Whopper,6.79,670,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
510,Impossible™ Whopper,7.79,630,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
511,Texas Double Whopper,8.99,1090,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
512,Double Whopper,7.99,920,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
513,Triple Whopper,9.19,1170,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
514,Bacon King,8.59,1200,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
515,BBQ Bacon Whopper Jr.,3.89,390,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
516,Whopper Jr.,3.99,330,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
517,Bacon Double Cheeseburger,4.39,440,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
518,Bacon Cheeseburger,3.49,340,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
519,Double Cheeseburger,3.49,400,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
520,Cheeseburger,2.59,290,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
521,Rodeo Burger,2.59,340,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
522,Hamburger,1.99,250,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
523,Have-sies™,3.29,380,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
524,French Fries,3.79,370,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
525,Onion Rings,3.79,360,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
526,12 Pc. Chicken Fries,4.99,340,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
527,8 Pc. Chicken Fries,4.29,220,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
528,12 Pc. Mozzarella Fries,5.19,730,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
529,8 Pc. Mozzarella Fries,3.99,480,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
530,4 Pc. Mozzarella Fries,2.19,240,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
531,8 Pc. Fiery Buffalo Nuggets,2.99,510,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
532,4 Pc. Chicken Fries,1.99,110,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
533,16 Pc. Chicken Nuggets,4.98,770,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
534,8 Pc. Chicken Nuggets,2.99,390,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
535,4 Pc. Chicken Nuggets,1.29,190,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
536,MOTTS Applesauce,1.69,50,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
537,Crispy Tacos,1.19,170,"1949 Columbus Avenue, Bakersfield, CA, 93305, US"
538,Classic Melt,5.29,600,"7200 Bancroft Road, Oakland, CA, 94605, US"
539,Bacon Melt,5.79,650,"7200 Bancroft Road, Oakland, CA, 94605, US"
540,Philly Melt,5.79,590,"7200 Bancroft Road, Oakland, CA, 94605, US"
541,Whopper,7.59,670,"7200 Bancroft Road, Oakland, CA, 94605, US"
542,Impossible™ Whopper,8.59,630,"7200 Bancroft Road, Oakland, CA, 94605, US"
543,Texas Double Whopper,9.89,1090,"7200 Bancroft Road, Oakland, CA, 94605, US"
544,Double Whopper,8.89,920,"7200 Bancroft Road, Oakland, CA, 94605, US"
545,Triple Whopper,9.89,1170,"7200 Bancroft Road, Oakland, CA, 94605, US"
546,Bacon King,8.99,1200,"7200 Bancroft Road, Oakland, CA, 94605, US"
547,BBQ Bacon Whopper Jr.,3.89,390,"7200 Bancroft Road, Oakland, CA, 94605, US"
548,Whopper Jr.,4.19,330,"7200 Bancroft Road, Oakland, CA, 94605, US"
549,Bacon Double Cheeseburger,4.39,440,"7200 Bancroft Road, Oakland, CA, 94605, US"
550,Bacon Cheeseburger,3.49,340,"7200 Bancroft Road, Oakland, CA, 94605, US"
551,Double Cheeseburger,3.69,400,"7200 Bancroft Road, Oakland, CA, 94605, US"
552,Cheeseburger,2.69,290,"7200 Bancroft Road, Oakland, CA, 94605, US"
553,Rodeo Burger,2.69,340,"7200 Bancroft Road, Oakland, CA, 94605, US"
554,Hamburger,2.39,250,"7200 Bancroft Road, Oakland, CA, 94605, US"
555,Have-sies™,4.59,380,"7200 Bancroft Road, Oakland, CA, 94605, US"
556,French Fries,3.69,370,"7200 Bancroft Road, Oakland, CA, 94605, US"
557,Onion Rings,3.69,360,"7200 Bancroft Road, Oakland, CA, 94605, US"
558,12 Pc. Chicken Fries,4.99,340,"7200 Bancroft Road, Oakland, CA, 94605, US"
559,8 Pc. Chicken Fries,4.29,220,"7200 Bancroft Road, Oakland, CA, 94605, US"
560,12 Pc. Mozzarella Fries,5.19,730,"7200 Bancroft Road, Oakland, CA, 94605, US"
561,8 Pc. Mozzarella Fries,3.99,480,"7200 Bancroft Road, Oakland, CA, 94605, US"
562,4 Pc. Mozzarella Fries,2.19,240,"7200 Bancroft Road, Oakland, CA, 94605, US"
563,8 Pc. Fiery Buffalo Nuggets,3.49,510,"7200 Bancroft Road, Oakland, CA, 94605, US"
564,4 Pc. Chicken Fries,1.99,110,"7200 Bancroft Road, Oakland, CA, 94605, US"
565,16 Pc. Chicken Nuggets,4.98,770,"7200 Bancroft Road, Oakland, CA, 94605, US"
566,8 Pc. Chicken Nuggets,2.99,390,"7200 Bancroft Road, Oakland, CA, 94605, US"
567,4 Pc. Chicken Nuggets,1.79,190,"7200 Bancroft Road, Oakland, CA, 94605, US"
568,MOTTS Applesauce,2.19,50,"7200 Bancroft Road, Oakland, CA, 94605, US"
569,Crispy Tacos,1.79,170,"7200 Bancroft Road, Oakland, CA, 94605, US"
570,Classic Melt,4.99,600,"2855 North Main Street, Walnut Creek, CA, 94597, US"
571,Bacon Melt,5.49,650,"2855 North Main Street, Walnut Creek, CA, 94597, US"
572,Philly Melt,5.49,590,"2855 North Main Street, Walnut Creek, CA, 94597, US"
573,Whopper,7.49,670,"2855 North Main Street, Walnut Creek, CA, 94597, US"
574,Impossible™ Whopper,7.99,630,"2855 North Main Street, Walnut Creek, CA, 94597, US"
575,Texas Double Whopper,9.89,1090,"2855 North Main Street, Walnut Creek, CA, 94597, US"
576,Double Whopper,8.49,920,"2855 North Main Street, Walnut Creek, CA, 94597, US"
577,Triple Whopper,9.49,1170,"2855 North Main Street, Walnut Creek, CA, 94597, US"
578,Bacon King,10.39,1200,"2855 North Main Street, Walnut Creek, CA, 94597, US"
579,BBQ Bacon Whopper Jr.,5.79,390,"2855 North Main Street, Walnut Creek, CA, 94597, US"
580,Whopper Jr.,4.19,330,"2855 North Main Street, Walnut Creek, CA, 94597, US"
581,Bacon Double Cheeseburger,4.59,440,"2855 North Main Street, Walnut Creek, CA, 94597, US"
582,Bacon Cheeseburger,3.59,340,"2855 North Main Street, Walnut Creek, CA, 94597, US"
583,Double Cheeseburger,3.79,400,"2855 North Main Street, Walnut Creek, CA, 94597, US"
584,Cheeseburger,3.29,290,"2855 North Main Street, Walnut Creek, CA, 94597, US"
585,Rodeo Burger,3.29,340,"2855 North Main Street, Walnut Creek, CA, 94597, US"
586,Hamburger,2.89,250,"2855 North Main Street, Walnut Creek, CA, 94597, US"
587,Have-sies™,4.39,380,"2855 North Main Street, Walnut Creek, CA, 94597, US"
588,French Fries,4.09,370,"2855 North Main Street, Walnut Creek, CA, 94597, US"
589,Onion Rings,4.09,360,"2855 North Main Street, Walnut Creek, CA, 94597, US"
590,12 Pc. Chicken Fries,5.79,340,"2855 North Main Street, Walnut Creek, CA, 94597, US"
591,8 Pc. Chicken Fries,4.99,220,"2855 North Main Street, Walnut Creek, CA, 94597, US"
592,12 Pc. Mozzarella Fries,5.79,730,"2855 North Main Street, Walnut Creek, CA, 94597, US"
593,8 Pc. Mozzarella Fries,4.99,480,"2855 North Main Street, Walnut Creek, CA, 94597, US"
594,4 Pc. Mozzarella Fries,4.09,240,"2855 North Main Street, Walnut Creek, CA, 94597, US"
595,8 Pc. Fiery Buffalo Nuggets,2.99,510,"2855 North Main Street, Walnut Creek, CA, 94597, US"
596,4 Pc. Chicken Fries,4.09,110,"2855 North Main Street, Walnut Creek, CA, 94597, US"
597,16 Pc. Chicken Nuggets,5.99,770,"2855 North Main Street, Walnut Creek, CA, 94597, US"
598,8 Pc. Chicken Nuggets,2.99,390,"2855 North Main Street, Walnut Creek, CA, 94597, US"
599,4 Pc. Chicken Nuggets,1.99,190,"2855 North Main Street, Walnut Creek, CA, 94597, US"
600,MOTTS Applesauce,1.49,50,"2855 North Main Street, Walnut Creek, CA, 94597, US"
601,Crispy Tacos,1.49,170,"2855 North Main Street, Walnut Creek, CA, 94597, US"
602,Classic Melt,5.29,600,"1915 Arden Way, Sacramento, CA, 95815, US"
603,Bacon Melt,5.79,650,"1915 Arden Way, Sacramento, CA, 95815, US"
